,count,mean,std,min,25%,50%,75%,max
cement,236.0,1290680.468220339,624965.2753764557,600439.4,991613.0,1192735.0,1305514.75,4255165.0
spy,236.0,220.53511134648727,143.99650190116097,53.925785064697266,100.51608657836914,172.41678619384766,301.0023956298828,611.0790405273438
spy_ret,235.0,0.009365352562526992,0.04388050187306628,-0.16518665945337208,-0.01420848088465032,0.015116505411967518,0.03633469346042362,0.12698362069856084
spy_fwd_1m,235.0,0.009365352562526992,0.04388050187306628,-0.16518665945337208,-0.01420848088465032,0.015116505411967518,0.03633469346042362,0.12698362069856084
spy_fwd_3m,233.0,0.027676905104490997,0.07458127044300754,-0.2964404256340607,-0.007073762141618034,0.03886629320602908,0.07229943704546082,0.2605470687882654
spy_fwd_6m,230.0,0.056750546174945016,0.11075258486227348,-0.4179552048140962,0.007859099210401288,0.06339615441385371,0.1168892747706356,0.403710201543952
spy_fwd_12m,224.0,0.11805791092201691,0.16378345798672847,-0.4342440958772795,0.043654098267460195,0.14384001304019756,0.20807841495234808,0.5623114649944732
cement_yoy,224.0,15.29098916271003,71.88140227296083,-46.55471575439879,-9.727833461461255,1.5422621398106573,11.126400173314499,389.1405797863944
cement_mom,235.0,2.0399576983434726,25.375406378202946,-29.61642251349268,-8.527251487769966,-0.694337574819992,7.966599108476657,329.6105123397859
cement_3m,233.0,5.3160207986278145,44.499975132839914,-33.64564415013507,-11.30235889939588,-0.8874413311972251,9.806481056417038,415.45916880009173
cement_6m,230.0,9.727991420589134,64.10275035757535,-40.50759891644334,-13.363682957124446,-1.631063470433286,14.453877991530046,480.8702477646577
cement_yoy_zscore_60m,189.0,0.10076992791424268,1.3882224953980156,-2.8968520576118104,-0.8217932704421506,0.0055906320321867055,0.7912952278933386,6.9797967743556395
cement_accel,223.0,-0.089984283681663,33.278387888427886,-293.4275368407952,-10.139359033128471,-0.4610262627864792,9.42846538549541,271.66561417036235
