,count,mean,std,min,25%,50%,75%,max
ism,394.0,52.545685279187815,4.794955381637529,34.5,49.2,52.75,56.075,64.7
spy,394.0,161.94973888494036,145.56699001765298,24.113252639770508,69.84124565124512,94.8912467956543,214.9436492919922,676.4556274414062
spy_ret,393.0,0.009435390532362961,0.042629576365846564,-0.16518687130439413,-0.015702457765482625,0.01357095726193358,0.03683845097279592,0.12698365349426477
spy_fwd_1m,393.0,0.009435390532362963,0.042629576365846564,-0.16518687130439413,-0.015702457765482625,0.01357095726193358,0.03683845097279592,0.12698365349426477
spy_fwd_3m,391.0,0.028286548050150156,0.07309663667301228,-0.2964404744562784,-0.009434599595194604,0.03567414600533203,0.07229108644393512,0.2605473363007256
spy_fwd_6m,388.0,0.0573797289541789,0.10768565069563801,-0.41795523247545696,0.007180522792129551,0.06263030513935308,0.12467487741441607,0.40370965056105845
ism_level,394.0,52.545685279187815,4.794955381637529,34.5,49.2,52.75,56.075,64.7
ism_diff_1m,393.0,-0.018066157760814234,1.8036681234899115,-9.0,-1.0,-0.09999999999999432,0.9000000000000057,9.100000000000001
ism_chg_12m,382.0,-0.10863874345549736,6.856129600784029,-15.600000000000001,-4.799999999999997,-0.3500000000000014,4.1,21.599999999999994
ism_zscore_60m,371.0,-0.11301798910809757,1.1200530030880766,-3.7965213699530325,-0.8756788404927633,-0.04180460988343118,0.7069505220439054,2.333829595493702
