trade_date,side,instrument,quantity_pct,commission_bps,signal_value,threshold_value,position_before,position_after,reason
1994-01-31,BUY,SPY,100.0,5,2.786912473011127,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1994-03-31,SELL,SPY,100.0,5,-0.1182998257649337,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1994-04-30,BUY,SPY,100.0,5,1.8757281803376769,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1994-05-31,SELL,SPY,100.0,5,-0.5320123588619219,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1994-06-30,BUY,SPY,100.0,5,0.7050976655550212,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1994-10-31,SELL,SPY,100.0,5,-0.5445368680248475,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1994-11-30,BUY,SPY,100.0,5,1.666574284500122,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1995-01-31,SELL,SPY,100.0,5,-0.04039683954137896,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1995-03-31,BUY,SPY,100.0,5,1.1498578357584943,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1995-11-30,SELL,SPY,100.0,5,-1.454249841929367,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1995-12-31,BUY,SPY,100.0,5,1.0403299725022963,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1996-01-31,SELL,SPY,100.0,5,-0.013040322946433758,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1996-02-29,BUY,SPY,100.0,5,1.5123077010314567,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1996-04-30,SELL,SPY,100.0,5,-0.7514527351115352,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1996-05-31,BUY,SPY,100.0,5,0.9821185541526223,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1996-07-31,SELL,SPY,100.0,5,-0.364137658314756,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1996-08-31,BUY,SPY,100.0,5,1.60739977178892,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1996-10-31,SELL,SPY,100.0,5,-0.11090613013347017,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1996-11-30,BUY,SPY,100.0,5,1.5923221906886997,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1997-03-31,SELL,SPY,100.0,5,-0.8269640395940359,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1997-04-30,BUY,SPY,100.0,5,0.6069698883975683,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1997-08-31,SELL,SPY,100.0,5,-0.2865622761232256,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1997-09-30,BUY,SPY,100.0,5,0.23504054192753365,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1998-01-31,SELL,SPY,100.0,5,-1.5672416546877455,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1998-03-31,BUY,SPY,100.0,5,1.2054616450946298,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1998-08-31,SELL,SPY,100.0,5,-0.13641624190490198,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1998-09-30,BUY,SPY,100.0,5,0.5222460030180898,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1998-11-30,SELL,SPY,100.0,5,-0.14571770861347977,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1998-12-31,BUY,SPY,100.0,5,0.5406278922857721,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
1999-04-30,SELL,SPY,100.0,5,-0.7404531724915064,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
1999-06-30,BUY,SPY,100.0,5,1.1432725032131996,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2000-07-31,SELL,SPY,100.0,5,-0.2837283107385513,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2000-08-31,BUY,SPY,100.0,5,1.3712195248514636,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2000-10-31,SELL,SPY,100.0,5,-0.8547971734929383,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2000-11-30,BUY,SPY,100.0,5,1.683919828576963,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2001-01-31,SELL,SPY,100.0,5,-2.0369438889638602,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2001-02-28,BUY,SPY,100.0,5,0.832387122628897,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2001-04-30,SELL,SPY,100.0,5,-0.9238321561017337,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2001-05-31,BUY,SPY,100.0,5,0.5556500773926443,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2001-07-31,SELL,SPY,100.0,5,-0.049283154121859685,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2001-10-31,BUY,SPY,100.0,5,1.4332934171027434,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2001-11-30,SELL,SPY,100.0,5,-0.020215170272375182,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2002-01-31,BUY,SPY,100.0,5,1.8808738967911909,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2002-03-31,SELL,SPY,100.0,5,-0.5650349650349606,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2002-05-31,BUY,SPY,100.0,5,0.9113109292622212,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2002-06-30,SELL,SPY,100.0,5,-2.5882447213430027,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2002-07-31,BUY,SPY,100.0,5,8.115822810841934,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2002-08-31,SELL,SPY,100.0,5,-3.339394815530583,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2002-10-31,BUY,SPY,100.0,5,0.28974023427339457,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2002-12-31,SELL,SPY,100.0,5,-0.2921368802001001,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2003-01-31,BUY,SPY,100.0,5,1.1930413211312718,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2003-02-28,SELL,SPY,100.0,5,-0.8458295847852848,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2003-03-31,BUY,SPY,100.0,5,0.5000198106105636,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2003-06-30,SELL,SPY,100.0,5,-1.918162516888633,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2003-07-31,BUY,SPY,100.0,5,0.8068293182095454,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2003-11-30,SELL,SPY,100.0,5,-1.4778457041860205,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2003-12-31,BUY,SPY,100.0,5,1.1784988991616618,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2004-06-30,SELL,SPY,100.0,5,-0.1478131051098952,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2004-08-31,BUY,SPY,100.0,5,0.40920240838475674,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2005-01-31,SELL,SPY,100.0,5,-0.7390272156514999,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2005-02-28,BUY,SPY,100.0,5,1.3168842863575003,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2005-03-31,SELL,SPY,100.0,5,-0.760805031267664,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2005-04-30,BUY,SPY,100.0,5,0.7913563396276357,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2005-05-31,SELL,SPY,100.0,5,-0.12226763817309028,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2005-06-30,BUY,SPY,100.0,5,2.0853647253083585,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2005-10-31,SELL,SPY,100.0,5,-1.121332238131434,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2005-11-30,BUY,SPY,100.0,5,1.2405596478589187,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2006-02-28,SELL,SPY,100.0,5,-0.6188731057737984,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2006-03-31,BUY,SPY,100.0,5,3.308004361459327,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2006-05-31,SELL,SPY,100.0,5,-1.3354158531823535,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2006-06-30,BUY,SPY,100.0,5,0.3202337607514094,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2006-07-31,SELL,SPY,100.0,5,-0.0650915390861595,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2006-08-31,BUY,SPY,100.0,5,0.8477280427910294,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2006-11-30,SELL,SPY,100.0,5,-0.6737100955109265,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2006-12-31,BUY,SPY,100.0,5,0.328930576824904,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2007-02-28,SELL,SPY,100.0,5,-0.37172486665358884,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2007-03-31,BUY,SPY,100.0,5,0.6538189185155474,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2007-06-30,SELL,SPY,100.0,5,-0.7534457123857474,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2007-08-31,BUY,SPY,100.0,5,0.3093517215201791,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2007-10-31,SELL,SPY,100.0,5,-0.002185369264962045,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2007-11-30,BUY,SPY,100.0,5,0.3524765457922907,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2008-01-31,SELL,SPY,100.0,5,-0.25640391958184905,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2008-02-29,BUY,SPY,100.0,5,1.3590272486821542,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2008-03-31,SELL,SPY,100.0,5,-0.974742258590866,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2008-04-30,BUY,SPY,100.0,5,0.4255174712104459,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2008-09-30,SELL,SPY,100.0,5,-1.4256588657599378,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2008-10-31,BUY,SPY,100.0,5,0.3702252633944747,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2008-11-30,SELL,SPY,100.0,5,-0.7894625360840957,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2008-12-31,BUY,SPY,100.0,5,0.19031991435602968,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2009-01-31,SELL,SPY,100.0,5,-0.13881574341005898,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2009-02-28,BUY,SPY,100.0,5,0.9300780094928296,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2009-04-30,SELL,SPY,100.0,5,-0.44097611555201643,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2009-10-31,BUY,SPY,100.0,5,1.6962767455689143,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2009-11-30,SELL,SPY,100.0,5,-0.3487787614250726,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2010-01-31,BUY,SPY,100.0,5,0.5272321709518746,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2010-06-30,SELL,SPY,100.0,5,-2.78072182546365,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2010-07-31,BUY,SPY,100.0,5,1.2287357063532234,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2010-11-30,SELL,SPY,100.0,5,-0.004961548002979654,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2010-12-31,BUY,SPY,100.0,5,2.3866230028778412,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2011-02-28,SELL,SPY,100.0,5,-0.956292468516029,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2011-04-30,BUY,SPY,100.0,5,0.3094741208342411,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2012-02-29,SELL,SPY,100.0,5,-0.23410136589142594,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2012-03-31,BUY,SPY,100.0,5,0.8119515416249223,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2012-04-30,SELL,SPY,100.0,5,-0.055504494073554955,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2012-05-31,BUY,SPY,100.0,5,0.07195705268689956,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2013-01-31,SELL,SPY,100.0,5,-0.5759805315168842,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2013-04-30,BUY,SPY,100.0,5,0.4624441490824971,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2013-12-31,SELL,SPY,100.0,5,-0.8430373438984562,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2014-02-28,BUY,SPY,100.0,5,0.6499324547363461,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2014-05-31,SELL,SPY,100.0,5,-0.1911299328587801,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2014-06-30,BUY,SPY,100.0,5,0.03419570337825917,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2014-10-31,SELL,SPY,100.0,5,-0.7618423865829116,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2014-11-30,BUY,SPY,100.0,5,1.2683945849832456,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2015-06-30,SELL,SPY,100.0,5,-0.45310494066669316,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2015-07-31,BUY,SPY,100.0,5,0.27362357662115144,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2015-09-30,SELL,SPY,100.0,5,-0.9824194517490836,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2015-12-31,BUY,SPY,100.0,5,1.6120489202688493,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2016-05-31,SELL,SPY,100.0,5,-0.09796574012732595,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2016-08-31,BUY,SPY,100.0,5,0.3782300692905194,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2016-10-31,SELL,SPY,100.0,5,-0.5308675885827507,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2016-11-30,BUY,SPY,100.0,5,0.6570610839701452,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2016-12-31,SELL,SPY,100.0,5,-0.2643393183583753,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2017-01-31,BUY,SPY,100.0,5,0.5434475241517855,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2017-04-30,SELL,SPY,100.0,5,-0.14303233588424114,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2017-06-30,BUY,SPY,100.0,5,0.6318557229120891,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2017-08-31,SELL,SPY,100.0,5,-0.23946731658980314,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2017-09-30,BUY,SPY,100.0,5,1.6138256245610494,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2017-11-30,SELL,SPY,100.0,5,-0.02792276660731341,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2018-01-31,BUY,SPY,100.0,5,0.36896204891692097,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2018-02-28,SELL,SPY,100.0,5,-0.6171572149955784,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2018-03-31,BUY,SPY,100.0,5,0.6045119512849029,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2018-07-31,SELL,SPY,100.0,5,-0.00525033351550519,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2018-08-31,BUY,SPY,100.0,5,1.0083556285337192,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2018-10-31,SELL,SPY,100.0,5,-0.5505880694168686,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2018-11-30,BUY,SPY,100.0,5,0.5446571613555662,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2018-12-31,SELL,SPY,100.0,5,-0.09870577922337365,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2019-01-31,BUY,SPY,100.0,5,0.19101972066895012,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2019-03-31,SELL,SPY,100.0,5,-0.5393902946754903,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2019-04-30,BUY,SPY,100.0,5,0.47952596230766975,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2019-05-31,SELL,SPY,100.0,5,-0.009026315180415967,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2019-07-31,BUY,SPY,100.0,5,1.0328251104446018,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2019-09-30,SELL,SPY,100.0,5,-2.206961961825027,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2019-10-31,BUY,SPY,100.0,5,0.30634226404184783,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2020-01-31,SELL,SPY,100.0,5,-0.10520406393486059,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2020-02-29,BUY,SPY,100.0,5,1.0917564279758318,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2020-03-31,SELL,SPY,100.0,5,-0.08994065724474698,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2020-04-30,BUY,SPY,100.0,5,0.7210777262075974,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2020-06-30,SELL,SPY,100.0,5,-0.8837975648746221,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2020-07-31,BUY,SPY,100.0,5,0.24114001642090432,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2020-10-31,SELL,SPY,100.0,5,-0.41566309272021984,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2020-11-30,BUY,SPY,100.0,5,0.04421873534417031,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2020-12-31,SELL,SPY,100.0,5,-6.0311805202110875,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2021-02-28,BUY,SPY,100.0,5,18.27213904552034,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2021-07-31,SELL,SPY,100.0,5,-0.4016971133328662,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2021-09-30,BUY,SPY,100.0,5,1.6461714486518009,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2021-11-30,SELL,SPY,100.0,5,-2.5516144209376312,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2021-12-31,BUY,SPY,100.0,5,10.393101543560324,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2022-02-28,SELL,SPY,100.0,5,-1.034675460485912,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2022-03-31,BUY,SPY,100.0,5,0.6640091392108305,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2022-04-30,SELL,SPY,100.0,5,-2.1386572668434023,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2022-05-31,BUY,SPY,100.0,5,0.7334468407113048,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2022-09-30,SELL,SPY,100.0,5,-0.6904598589683619,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2022-10-31,BUY,SPY,100.0,5,2.3717422804174104,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2023-02-28,SELL,SPY,100.0,5,-0.18917518586161197,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2023-03-31,BUY,SPY,100.0,5,0.9850925421320156,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2023-04-30,SELL,SPY,100.0,5,-1.074021955201554,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2023-05-31,BUY,SPY,100.0,5,0.3330070589210088,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2023-06-30,SELL,SPY,100.0,5,-0.30110324227970997,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2023-07-31,BUY,SPY,100.0,5,0.9595372131311564,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2023-08-31,SELL,SPY,100.0,5,-1.4786173133267022,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2023-10-31,BUY,SPY,100.0,5,4.01409898457088,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2023-11-30,SELL,SPY,100.0,5,-0.9796203823205452,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2024-01-31,BUY,SPY,100.0,5,0.87454994022238,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2024-07-31,SELL,SPY,100.0,5,-0.5741657150107882,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
2024-09-30,BUY,SPY,100.0,5,0.11607788168817024,0.0,0.0,1.0,mom procyclical rule crossed T0_zero
2024-10-31,SELL,SPY,100.0,5,-0.8938908483885788,0.0,1.0,0.0,mom procyclical rule crossed T0_zero
