date,rolling_corr_24m
2001-12-10,-0.005648668044918061
2001-12-11,-0.0058545377975287
2001-12-12,-0.004928032607539772
2001-12-13,-0.009267765636670087
2001-12-14,-0.008926755962924445
2001-12-17,-0.007699688555587311
2001-12-18,-0.006826931549024563
2001-12-19,-0.007185234748985491
2001-12-20,-0.008464083637339826
2001-12-21,-0.008127514239168824
2001-12-24,-0.007808766553245916
2001-12-25,-0.008255760593055089
2001-12-26,-0.007121198916915725
2001-12-27,-0.006666732675761497
2001-12-28,-0.005151706792709067
2001-12-31,-0.006590601989910944
2002-01-01,-0.0061534655883127235
2002-01-02,-0.005332787165108515
2002-01-03,-0.0029903189091039653
2002-01-04,-0.00414502226020597
2002-01-07,-0.0050894686973742415
2002-01-08,-0.005267769714575031
2002-01-09,-0.00656945001099857
2002-01-10,-0.006091094115957946
2002-01-11,-0.006551079488723183
2002-01-14,-0.00766628484751584
2002-01-15,-0.00604847402259745
2002-01-16,-0.007278238324169745
2002-01-17,-0.005732149154384571
2002-01-18,-0.0063169211385355455
2002-01-21,-0.006955298529055916
2002-01-22,-0.0065217241924060265
2002-01-23,-0.005801833567766831
2002-01-24,-0.004435492296699237
2002-01-25,-0.00445032029876212
2002-01-28,-0.004154527351198804
2002-01-29,-0.0065570640552547335
2002-01-30,-0.00462753659742884
2002-01-31,-0.0037661717450661984
2002-02-01,-0.005214282000271991
2002-02-04,-0.00713049146861253
2002-02-05,-0.007881613980279204
2002-02-06,-0.008158797375996642
2002-02-07,-0.009546195249844812
2002-02-08,-0.007918760525068866
2002-02-11,-0.0061579553212072
2002-02-12,-0.0062630880526700315
2002-02-13,-0.007334033556416489
2002-02-14,-0.007141105614704839
2002-02-15,-0.0071138854093536034
2002-02-18,-0.006321282103172195
2002-02-19,-0.008724733868263399
2002-02-20,-0.010510459076203793
2002-02-21,-0.012042127022775899
2002-02-22,-0.011040561852961034
2002-02-25,-0.011276458540943834
2002-02-26,-0.011740715825710433
2002-02-27,-0.012510613418501923
2002-02-28,-0.01310544787969528
2002-03-01,-0.011147688531482071
2002-03-04,-0.009802767205724814
2002-03-05,-0.01004195056577213
2002-03-06,-0.008427193818092654
2002-03-07,-0.009199532147194366
2002-03-08,-0.009363703319495367
2002-03-11,-0.009376831964720535
2002-03-12,-0.008951892011802706
2002-03-13,-0.006815156195126821
2002-03-14,-0.006895609816070204
2002-03-15,-0.010303504038683329
2002-03-18,-0.010291257775549286
2002-03-19,-0.011310044024775036
2002-03-20,-0.0034242099371347345
2002-03-21,-0.00020074564445882255
2002-03-22,-0.0016712320821539338
2002-03-25,0.0012274322900688226
2002-03-26,-0.0005104873364389883
2002-03-27,-0.0019337144818181728
2002-03-28,-0.0018995483381003511
2002-03-29,-0.0013111097638580265
2002-04-01,-0.0043934497870573765
2002-04-02,-0.0017685004840713584
2002-04-03,0.00084554623952299
2002-04-04,0.0025972071705537944
2002-04-05,0.0014269606309802766
2002-04-08,0.001893521407491665
2002-04-09,0.00586066394220409
2002-04-10,0.0011909594475519433
2002-04-11,0.008808687543007463
2002-04-12,0.006561229732798851
2002-04-15,0.009567998489128154
2002-04-16,0.0029444132672499096
2002-04-17,0.0018708364961757622
2002-04-18,0.002385538852751813
2002-04-19,-0.0002471642292361109
2002-04-22,0.003924144677456858
2002-04-23,0.005596323007013619
2002-04-24,0.008019150344787864
2002-04-25,0.009137382886604924
2002-04-26,0.008932743002542322
2002-04-29,0.009690140149974564
2002-04-30,0.009170535556820467
2002-05-01,0.01140645528826469
2002-05-02,0.01103206526070662
2002-05-03,0.010215212027958158
2002-05-06,0.006286650046733696
2002-05-07,0.005857522746125104
2002-05-08,0.007113775417984937
2002-05-09,0.0051063105900535045
2002-05-10,0.004710891600664853
2002-05-13,0.003146088820588544
2002-05-14,-0.0017720917097639698
2002-05-15,-0.0005489419666847447
2002-05-16,-0.002100343972238304
2002-05-17,-0.0028929191439943046
2002-05-20,-0.0010890488739917642
2002-05-21,0.0014743446502480195
2002-05-22,0.00042354550962909625
2002-05-23,-0.0024328024754886888
2002-05-24,0.00032883622169282555
2002-05-27,0.00042672831414352296
2002-05-28,0.0015606223891066573
2002-05-29,0.003571995186072456
2002-05-30,0.004268293464344459
2002-05-31,0.0036469659153443275
2002-06-03,0.0014687032027969464
2002-06-04,0.0021905410191828734
2002-06-05,0.0009837002740491014
2002-06-06,0.0016038169986911537
2002-06-07,0.005752339377632453
2002-06-10,0.006298703375555323
2002-06-11,-0.00032374483338399094
2002-06-12,0.002789205879164786
2002-06-13,0.007345044715297037
2002-06-14,0.006967268309689398
2002-06-17,0.009951544714716116
2002-06-18,0.012962870320170735
2002-06-19,0.012877216132356803
2002-06-20,0.015429251960978599
2002-06-21,0.014037899536590055
2002-06-24,0.012057073494356477
2002-06-25,0.008024138016169432
2002-06-26,0.013154890540415125
2002-06-27,0.00816512718225873
2002-06-28,0.006179502337314949
2002-07-01,0.0061701911398852225
2002-07-02,0.0015998666583090934
2002-07-03,0.0011143638290316154
2002-07-04,-0.006511591710740051
2002-07-05,-0.0012315246680595574
2002-07-08,0.0003161972521906424
2002-07-09,0.0006474323429442408
2002-07-10,0.0009609539865036738
2002-07-11,0.003757326049526415
2002-07-12,0.0077042555906736395
2002-07-15,0.009829339491824947
2002-07-16,0.0058846943642083035
