date,rolling_corr_24m
2001-12-10,-0.005505032982503131
2001-12-11,-0.005713011375367063
2001-12-12,-0.0047769252641433925
2001-12-13,-0.009156648162915726
2001-12-14,-0.008812220109457243
2001-12-17,-0.0075728920955577825
2001-12-18,-0.006691570572514855
2001-12-19,-0.007052012037235328
2001-12-20,-0.008340055999610001
2001-12-21,-0.007999996466046076
2001-12-24,-0.007679966304838607
2001-12-25,-0.008129763050827429
2001-12-26,-0.006985498110723996
2001-12-27,-0.0065267549458810714
2001-12-28,-0.0049958144351673565
2001-12-31,-0.006449141043328741
2002-01-01,-0.006007600740333197
2002-01-02,-0.0051788597653440425
2002-01-03,-0.0028121852832979606
2002-01-04,-0.0039778366939023455
2002-01-07,-0.004931500293641029
2002-01-08,-0.005111543898494965
2002-01-09,-0.006425979775236619
2002-01-10,-0.005942888617259142
2002-01-11,-0.006407469793928464
2002-01-14,-0.007533547979569242
2002-01-15,-0.005899239108512508
2002-01-16,-0.007141709876478778
2002-01-17,-0.005579801767674348
2002-01-18,-0.0061703742103954825
2002-01-21,-0.006814999850645609
2002-01-22,-0.006376972946611804
2002-01-23,-0.005649968370449517
2002-01-24,-0.004269544603032528
2002-01-25,-0.004284531457455747
2002-01-28,-0.003985829350645057
2002-01-29,-0.0064133453121298836
2002-01-30,-0.0044643177253335786
2002-01-31,-0.0035944864673290327
2002-02-01,-0.005056647409184293
2002-02-04,-0.0069924377666161506
2002-02-05,-0.0077502653946450485
2002-02-06,-0.008030004659847614
2002-02-07,-0.009426638697367453
2002-02-08,-0.007784246151997904
2002-02-11,-0.006005930355375343
2002-02-12,-0.006112091836305809
2002-02-13,-0.007192860496532908
2002-02-14,-0.006997995604314471
2002-02-15,-0.006970415523207126
2002-02-18,-0.006169702227799178
2002-02-19,-0.008596712183134876
2002-02-20,-0.010396985988032953
2002-02-21,-0.011944213156880821
2002-02-22,-0.010932931340545562
2002-02-25,-0.01117066715989569
2002-02-26,-0.011639394573441757
2002-02-27,-0.012416500993482259
2002-02-28,-0.013017294500077214
2002-03-01,-0.01104049408389114
2002-03-04,-0.009682709097708703
2002-03-05,-0.009924247773423971
2002-03-06,-0.008293484793667927
2002-03-07,-0.009073386726296465
2002-03-08,-0.009243041347456717
2002-03-11,-0.009277064284495
2002-03-12,-0.008844185641564757
2002-03-13,-0.00662922213332811
2002-03-14,-0.006704984853806919
2002-03-15,-0.01011118359409301
2002-03-18,-0.01009860314649673
2002-03-19,-0.011087590347505824
2002-03-20,-0.003236044055549753
2002-03-21,2.459325092210193e-05
2002-03-22,-0.0014706088563997668
2002-03-25,0.0013853471925562438
2002-03-26,-0.00033524800344540267
2002-03-27,-0.0017563883806640344
2002-03-28,-0.0017237551484420202
2002-03-29,-0.0011295449207241214
2002-04-01,-0.0042345817552832754
2002-04-02,-0.001613931180987849
2002-04-03,0.0009885214161200132
2002-04-04,0.0027357897752840706
2002-04-05,0.0015579831586801185
2002-04-08,0.002040350952691518
2002-04-09,0.0060092690945220415
2002-04-10,0.0013543882314120644
2002-04-11,0.008922723908935845
2002-04-12,0.0066921720172443576
2002-04-15,0.009691381553599056
2002-04-16,0.0031185569420967667
2002-04-17,0.002028512995034182
2002-04-18,0.002531334929997253
2002-04-19,-0.00010961013147882741
2002-04-22,0.004100177606311451
2002-04-23,0.005813028218399822
2002-04-24,0.0083703113822211
2002-04-25,0.009485746513832934
2002-04-26,0.009387783384797538
2002-04-29,0.010152100672287319
2002-04-30,0.009628614858108288
2002-05-01,0.011876137755871728
2002-05-02,0.011501708898786002
2002-05-03,0.010687911270316819
2002-05-06,0.0067479355278963985
2002-05-07,0.0063195497444172456
2002-05-08,0.007502977757445524
2002-05-09,0.005530986072785046
2002-05-10,0.005262266085806494
2002-05-13,0.003464261033191679
2002-05-14,-0.0016497526623208939
2002-05-15,-0.00041115209326181805
2002-05-16,-0.0019698486451021112
2002-05-17,-0.002752153229719649
2002-05-20,-0.0009680416557965816
2002-05-21,0.0015841527437018721
2002-05-22,0.0005363731047633983
2002-05-23,-0.0023108962611904276
2002-05-24,0.00045068325166468503
2002-05-27,0.0005452025733233505
2002-05-28,0.0017087123977571224
2002-05-29,0.003772838730027715
2002-05-30,0.004475224380990839
2002-05-31,0.003917543828664422
2002-06-03,0.0016466502497779467
2002-06-04,0.002411676380800274
2002-06-05,0.0011316398713912136
2002-06-06,0.0017802015593656104
2002-06-07,0.005972307479218272
2002-06-10,0.006523610946385353
2002-06-11,-0.0001332806874113469
2002-06-12,0.0029900245429505855
2002-06-13,0.007531978426592238
2002-06-14,0.007155326029886909
2002-06-17,0.010153916562067431
2002-06-18,0.01316179307422321
2002-06-19,0.013054151335518027
2002-06-20,0.015583537809997161
2002-06-21,0.014183914727328925
2002-06-24,0.01221947380260244
2002-06-25,0.00818583349619227
2002-06-26,0.013291132367039455
2002-06-27,0.008349672888340405
2002-06-28,0.006371745442440845
2002-07-01,0.006342599139145666
2002-07-02,0.001777173797815147
2002-07-03,0.0013024169169861904
2002-07-04,-0.006276883992499049
2002-07-05,-0.0009856159192319503
2002-07-08,0.0005415774380825199
2002-07-09,0.0008450457614759421
2002-07-10,0.0011181602914227171
2002-07-11,0.003907088968025589
2002-07-12,0.007818450967126519
2002-07-15,0.00993625101469719
2002-07-16,0.0059977890105510235
2002-07-17,0.0047293518700532704
2002-07-18,0.004730343215707264
2002-07-19,0.007588461179484979
2002-07-22,0.005860453187029751
2002-07-23,0.0033027658456659973
2002-07-24,0.011216914726761928
2002-07-25,0.009965931156371885
2002-07-26,0.01361590447549327
2002-07-29,0.01617060771063363
2002-07-30,0.01889054208829474
2002-07-31,0.020720257957212492
2002-08-01,0.01954657336198517
2002-08-02,0.0201101349110784
2002-08-05,0.018732644646932944
2002-08-06,0.01733471801536023
2002-08-07,0.02404657507737537
2002-08-08,0.026655224377311718
2002-08-09,0.027461096771525067
2002-08-12,0.02448192299587299
2002-08-13,0.01950150146439584
2002-08-14,0.02531658540222594
2002-08-15,0.023776304062976587
2002-08-16,0.023598031623225543
2002-08-19,0.022198511533708873
2002-08-20,0.023350366066324988
2002-08-21,0.026785705625685472
2002-08-22,0.018373281855285768
2002-08-23,0.013823501913710554
2002-08-26,0.018530832643723336
2002-08-27,0.015400137109782405
2002-08-28,0.009083813246574538
2002-08-29,0.014530517664856796
2002-08-30,0.013359855170697316
2002-09-02,0.012506893670437398
2002-09-03,0.010976423086269161
2002-09-04,0.012063712624049152
2002-09-05,0.01158682546946468
2002-09-06,0.012199056062282325
2002-09-09,0.012785095178123658
2002-09-10,0.013010940132180177
2002-09-11,0.012604577676565849
2002-09-12,0.012733742480076377
2002-09-13,0.013175696868511808
2002-09-16,0.0140269987585586
2002-09-17,0.013359899968377395
2002-09-18,0.014049435044661995
2002-09-19,0.011464910466087223
2002-09-20,0.01128006492906395
2002-09-23,0.012047954953218422
2002-09-24,0.01148480956931061
