x,density
1.7799999999999998,0.2771575333936197
1.7816616616616614,0.2812101981380869
1.7833233233233232,0.285278733615731
1.7849849849849848,0.2893625482442462
1.7866466466466464,0.29346105801419065
1.7883083083083082,0.2975736873070001
1.7899699699699698,0.30169986970231544
1.7916316316316314,0.30583904877305457
1.793293293293293,0.30999067886664466
1.7949549549549548,0.31415422587087993
1.7966166166166164,0.3183291679628846
1.798278278278278,0.3225149963396313
1.7999399399399398,0.3267112159285561
1.8016016016016014,0.3309173460767871
1.803263263263263,0.33513292121754285
1.8049249249249248,0.3393574915123154
1.8065865865865864,0.3435906234674392
1.808248248248248,0.34783190052376084
1.8099099099099096,0.35208092361807025
1.8115715715715714,0.35633731171509414
1.813233233233233,0.36060070230884267
1.8148948948948946,0.36487075189217355
1.8165565565565565,0.36914713639349855
1.818218218218218,0.37342955157958646
1.8198798798798796,0.3777177134235264
1.8215415415415415,0.3820113584369286
1.823203203203203,0.3863102439655468
1.8248648648648647,0.3906141484475374
1.8265265265265263,0.39492287163368206
1.828188188188188,0.3992362347689413
1.8298498498498497,0.403554080734781
1.8315115115115113,0.407876274151845
1.833173173173173,0.41220270144252064
1.8348348348348347,0.4165332708531342
1.8364964964964963,0.4208679124355307
1.838158158158158,0.4252065779878835
1.8398198198198197,0.4295492409546751
1.8414814814814813,0.4338958962858658
1.8431431431431429,0.43824656025534875
1.8448048048048047,0.44260127023888607
1.8464664664664663,0.4469600844517761
1.8481281281281279,0.45132308164665663
1.8497897897897897,0.45569036077180597
1.8514514514514513,0.4600620405905311
1.8531131131131129,0.4644382592622314
1.8547747747747747,0.46881917388579786
1.8564364364364363,0.47320496000614654
1.858098098098098,0.47759581108472576
1.8597597597597595,0.4819919379349057
1.8614214214214213,0.48639356812327494
1.863083083083083,0.49080094533789775
1.8647447447447445,0.49521432872469545
1.8664064064064063,0.4996339921931494
1.868068068068068,0.5040602236926273
1.8697297297297295,0.5084933244606649
1.8713913913913913,0.5129336082446336
1.873053053053053,0.5173814004982114
1.8747147147147145,0.52183703755426
1.8763763763763763,0.526300865775604
1.878038038038038,0.53077324068538
1.8796996996996995,0.5352545260786232
1.8813613613613611,0.5397450931167703
1.883023023023023,0.544245319406865
1.8846846846846845,0.548755588067231
1.8863463463463461,0.5532762867814017
1.888008008008008,0.5578078068421829
1.8896696696696695,0.5623505421876778
1.8913313313313311,0.5669048884311563
